aircraft_id,question,answer
P3,What is the NotableMissions of P3?,P3 participated in major operations.
P3,What is the ActiveService of P3?,No
P3,What is the Comparison of P3?,P3 is often compared with F35.
P3,What is the BetterThan of P3?,P3 is better than older gen aircraft.
P3,What is the StealthCapable of P3?,Yes
P3,What is the DifferenceFrom of P3?,P3 differs from Su34 in design and avionics.
P3,What is the MannedOrUnmanned of P3?,Unmanned
P3,What is the InterestingFacts of P3?,P3 has unique stealth tech.
P3,What is the UniqueFeatures of P3?,P3 supports vertical takeoff or special radar systems.
Tornado,What is the Name of Tornado?,Tornado Name
Tornado,What is the FullDesignation of Tornado?,Tornado Full Designation
Tornado,What is the Manufacturer of Tornado?,Dassault
Tornado,What is the FirstIntroduced of Tornado?,2020
Tornado,What is the CountryOfOrigin of Tornado?,UK
Tornado,What is the MaxSpeed of Tornado?,1317 km/h
Tornado,What is the Range of Tornado?,4156 km
Tornado,What is the ServiceCeiling of Tornado?,24478 m
Tornado,What is the EngineType of Tornado?,Turbojet
Tornado,What is the Weight of Tornado?,"67486 kg (empty), 142614 kg (max)"
Tornado,What is the Dimensions of Tornado?,"27 m length, 35 m wingspan"
Tornado,What is the Role of Tornado?,Reconnaissance
Tornado,What is the SurveillanceCapable of Tornado?,Yes
Tornado,What is the NuclearCapable of Tornado?,Yes
Tornado,What is the WeaponsPayload of Tornado?,Torpedoes
Tornado,What is the TransportCapacity of Tornado?,73 personnel or 8842 kg cargo
Tornado,What is the Operators of Tornado?,"Russia, China"
Tornado,What is the CombatHistory of Tornado?,Yes
Tornado,What is the NotableMissions of Tornado?,Tornado participated in major operations.
Tornado,What is the ActiveService of Tornado?,No
Tornado,What is the Comparison of Tornado?,Tornado is often compared with F35.
Tornado,What is the BetterThan of Tornado?,Tornado is better than older gen aircraft.
Tornado,What is the StealthCapable of Tornado?,No
Tornado,What is the DifferenceFrom of Tornado?,Tornado differs from Su34 in design and avionics.
Tornado,What is the MannedOrUnmanned of Tornado?,Unmanned
Tornado,What is the InterestingFacts of Tornado?,Tornado has unique stealth tech.
Tornado,What is the UniqueFeatures of Tornado?,Tornado supports vertical takeoff or special radar systems.
C2,What is the Name of C2?,C2 Name
C2,What is the FullDesignation of C2?,C2 Full Designation
C2,What is the Manufacturer of C2?,Dassault
C2,What is the FirstIntroduced of C2?,2010
C2,What is the CountryOfOrigin of C2?,France
C2,What is the MaxSpeed of C2?,2982 km/h
C2,What is the Range of C2?,13602 km
C2,What is the ServiceCeiling of C2?,16972 m
C2,What is the EngineType of C2?,Turbojet
C2,What is the Weight of C2?,"45918 kg (empty), 110222 kg (max)"
C2,What is the Dimensions of C2?,"35 m length, 57 m wingspan"
C2,What is the Role of C2?,Fighter
C2,What is the SurveillanceCapable of C2?,Yes
C2,What is the NuclearCapable of C2?,No
C2,What is the WeaponsPayload of C2?,Machine Guns
C2,What is the TransportCapacity of C2?,49 personnel or 23736 kg cargo
C2,What is the Operators of C2?,Global
C2,What is the CombatHistory of C2?,Yes
C2,What is the NotableMissions of C2?,C2 participated in major operations.
C2,What is the ActiveService of C2?,No
C2,What is the Comparison of C2?,C2 is often compared with F35.
C2,What is the BetterThan of C2?,C2 is better than older gen aircraft.
C2,What is the StealthCapable of C2?,No
C2,What is the DifferenceFrom of C2?,C2 differs from Su34 in design and avionics.
C2,What is the MannedOrUnmanned of C2?,Unmanned
C2,What is the InterestingFacts of C2?,C2 has unique stealth tech.
C2,What is the UniqueFeatures of C2?,C2 supports vertical takeoff or special radar systems.
B52,What is the Name of B52?,B52 Name
B52,What is the FullDesignation of B52?,B52 Full Designation
B52,What is the Manufacturer of B52?,Lockheed Martin
B52,What is the FirstIntroduced of B52?,2005
B52,What is the CountryOfOrigin of B52?,France
B52,What is the MaxSpeed of B52?,1395 km/h
B52,What is the Range of B52?,8238 km
B52,What is the ServiceCeiling of B52?,24297 m
B52,What is the EngineType of B52?,Turboprop
B52,What is the Weight of B52?,"70475 kg (empty), 143749 kg (max)"
B52,What is the Dimensions of B52?,"18 m length, 28 m wingspan"
B52,What is the Role of B52?,Fighter
B52,What is the SurveillanceCapable of B52?,No
B52,What is the NuclearCapable of B52?,Yes
B52,What is the WeaponsPayload of B52?,Torpedoes
B52,What is the TransportCapacity of B52?,99 personnel or 47463 kg cargo
B52,What is the Operators of B52?,"USA, UK"
B52,What is the CombatHistory of B52?,No
B52,What is the NotableMissions of B52?,B52 participated in major operations.
B52,What is the ActiveService of B52?,No
B52,What is the Comparison of B52?,B52 is often compared with F35.
B52,What is the BetterThan of B52?,B52 is better than older gen aircraft.
B52,What is the StealthCapable of B52?,Yes
B52,What is the DifferenceFrom of B52?,B52 differs from Su34 in design and avionics.
B52,What is the MannedOrUnmanned of B52?,Manned
B52,What is the InterestingFacts of B52?,B52 has unique stealth tech.
B52,What is the UniqueFeatures of B52?,B52 supports vertical takeoff or special radar systems.
CH47,What is the Name of CH47?,CH47 Name
CH47,What is the FullDesignation of CH47?,CH47 Full Designation
CH47,What is the Manufacturer of CH47?,Sukhoi
CH47,What is the FirstIntroduced of CH47?,2020
CH47,What is the CountryOfOrigin of CH47?,USA
CH47,What is the MaxSpeed of CH47?,1582 km/h
CH47,What is the Range of CH47?,14183 km
CH47,What is the ServiceCeiling of CH47?,17683 m
CH47,What is the EngineType of CH47?,Turbofan
CH47,What is the Weight of CH47?,"55603 kg (empty), 60233 kg (max)"
CH47,What is the Dimensions of CH47?,"19 m length, 52 m wingspan"
CH47,What is the Role of CH47?,Surveillance
CH47,What is the SurveillanceCapable of CH47?,No
CH47,What is the NuclearCapable of CH47?,No
CH47,What is the WeaponsPayload of CH47?,Missiles
CH47,What is the TransportCapacity of CH47?,13 personnel or 11050 kg cargo
CH47,What is the Operators of CH47?,Global
CH47,What is the CombatHistory of CH47?,Yes
CH47,What is the NotableMissions of CH47?,CH47 participated in major operations.
CH47,What is the ActiveService of CH47?,No
CH47,What is the Comparison of CH47?,CH47 is often compared with F35.
CH47,What is the BetterThan of CH47?,CH47 is better than older gen aircraft.
CH47,What is the StealthCapable of CH47?,No
CH47,What is the DifferenceFrom of CH47?,CH47 differs from Su34 in design and avionics.
CH47,What is the MannedOrUnmanned of CH47?,Unmanned
CH47,What is the InterestingFacts of CH47?,CH47 has unique stealth tech.
CH47,What is the UniqueFeatures of CH47?,CH47 supports vertical takeoff or special radar systems.
A10,What is the Name of A10?,A10 Name
A10,What is the FullDesignation of A10?,A10 Full Designation
A10,What is the Manufacturer of A10?,Boeing
A10,What is the FirstIntroduced of A10?,1995
A10,What is the CountryOfOrigin of A10?,UK
A10,What is the MaxSpeed of A10?,2905 km/h
A10,What is the Range of A10?,7527 km
A10,What is the ServiceCeiling of A10?,17572 m
A10,What is the EngineType of A10?,Turbojet
A10,What is the Weight of A10?,"59471 kg (empty), 70075 kg (max)"
A10,What is the Dimensions of A10?,"25 m length, 22 m wingspan"
A10,What is the Role of A10?,Surveillance
A10,What is the SurveillanceCapable of A10?,Yes
A10,What is the NuclearCapable of A10?,Yes
A10,What is the WeaponsPayload of A10?,Bombs
A10,What is the TransportCapacity of A10?,54 personnel or 42510 kg cargo
A10,What is the Operators of A10?,"Russia, China"
A10,What is the CombatHistory of A10?,No
A10,What is the NotableMissions of A10?,A10 participated in major operations.
A10,What is the ActiveService of A10?,No
A10,What is the Comparison of A10?,A10 is often compared with F35.
A10,What is the BetterThan of A10?,A10 is better than older gen aircraft.
A10,What is the StealthCapable of A10?,No
A10,What is the DifferenceFrom of A10?,A10 differs from Su34 in design and avionics.
A10,What is the MannedOrUnmanned of A10?,Unmanned
A10,What is the InterestingFacts of A10?,A10 has unique stealth tech.
A10,What is the UniqueFeatures of A10?,A10 supports vertical takeoff or special radar systems.
E7,What is the Name of E7?,E7 Name
E7,What is the FullDesignation of E7?,E7 Full Designation
E7,What is the Manufacturer of E7?,Airbus
E7,What is the FirstIntroduced of E7?,1980
E7,What is the CountryOfOrigin of E7?,UK
E7,What is the MaxSpeed of E7?,2923 km/h
E7,What is the Range of E7?,9220 km
E7,What is the ServiceCeiling of E7?,14721 m
E7,What is the EngineType of E7?,Turbojet
E7,What is the Weight of E7?,"62305 kg (empty), 113766 kg (max)"
E7,What is the Dimensions of E7?,"35 m length, 23 m wingspan"
E7,What is the Role of E7?,Bomber
E7,What is the SurveillanceCapable of E7?,Yes
E7,What is the NuclearCapable of E7?,No
E7,What is the WeaponsPayload of E7?,Machine Guns
E7,What is the TransportCapacity of E7?,57 personnel or 49437 kg cargo
E7,What is the Operators of E7?,"Russia, China"
E7,What is the CombatHistory of E7?,Yes
E7,What is the NotableMissions of E7?,E7 participated in major operations.
E7,What is the ActiveService of E7?,No
E7,What is the Comparison of E7?,E7 is often compared with F35.
E7,What is the BetterThan of E7?,E7 is better than older gen aircraft.
E7,What is the StealthCapable of E7?,No
E7,What is the DifferenceFrom of E7?,E7 differs from Su34 in design and avionics.
E7,What is the MannedOrUnmanned of E7?,Manned
E7,What is the InterestingFacts of E7?,E7 has unique stealth tech.
E7,What is the UniqueFeatures of E7?,E7 supports vertical takeoff or special radar systems.
AV8B,What is the Name of AV8B?,AV8B Name
AV8B,What is the FullDesignation of AV8B?,AV8B Full Designation
AV8B,What is the Manufacturer of AV8B?,Airbus
AV8B,What is the FirstIntroduced of AV8B?,1980
AV8B,What is the CountryOfOrigin of AV8B?,USA
AV8B,What is the MaxSpeed of AV8B?,1338 km/h
AV8B,What is the Range of AV8B?,6841 km
AV8B,What is the ServiceCeiling of AV8B?,23195 m
AV8B,What is the EngineType of AV8B?,Rotary
AV8B,What is the Weight of AV8B?,"77180 kg (empty), 73982 kg (max)"
AV8B,What is the Dimensions of AV8B?,"20 m length, 47 m wingspan"
AV8B,What is the Role of AV8B?,Surveillance
AV8B,What is the SurveillanceCapable of AV8B?,No
AV8B,What is the NuclearCapable of AV8B?,Yes
AV8B,What is the WeaponsPayload of AV8B?,Bombs
AV8B,What is the TransportCapacity of AV8B?,70 personnel or 14445 kg cargo
AV8B,What is the Operators of AV8B?,Global
AV8B,What is the CombatHistory of AV8B?,Yes
AV8B,What is the NotableMissions of AV8B?,AV8B participated in major operations.
AV8B,What is the ActiveService of AV8B?,Yes
AV8B,What is the Comparison of AV8B?,AV8B is often compared with F35.
AV8B,What is the BetterThan of AV8B?,AV8B is better than older gen aircraft.
AV8B,What is the StealthCapable of AV8B?,No
AV8B,What is the DifferenceFrom of AV8B?,AV8B differs from Su34 in design and avionics.
AV8B,What is the MannedOrUnmanned of AV8B?,Unmanned
AV8B,What is the InterestingFacts of AV8B?,AV8B has unique stealth tech.
AV8B,What is the UniqueFeatures of AV8B?,AV8B supports vertical takeoff or special radar systems.
KAAN,What is the Name of KAAN?,KAAN Name
KAAN,What is the FullDesignation of KAAN?,KAAN Full Designation
KAAN,What is the Manufacturer of KAAN?,Sukhoi
KAAN,What is the FirstIntroduced of KAAN?,1980
KAAN,What is the CountryOfOrigin of KAAN?,China
KAAN,What is the MaxSpeed of KAAN?,2496 km/h
KAAN,What is the Range of KAAN?,10953 km
KAAN,What is the ServiceCeiling of KAAN?,21075 m
KAAN,What is the EngineType of KAAN?,Turbofan
KAAN,What is the Weight of KAAN?,"43037 kg (empty), 145091 kg (max)"
KAAN,What is the Dimensions of KAAN?,"11 m length, 20 m wingspan"
KAAN,What is the Role of KAAN?,Reconnaissance
KAAN,What is the SurveillanceCapable of KAAN?,No
KAAN,What is the NuclearCapable of KAAN?,No
KAAN,What is the WeaponsPayload of KAAN?,Torpedoes
KAAN,What is the TransportCapacity of KAAN?,34 personnel or 29468 kg cargo
KAAN,What is the Operators of KAAN?,"France, Germany"
KAAN,What is the CombatHistory of KAAN?,Yes
KAAN,What is the NotableMissions of KAAN?,KAAN participated in major operations.
KAAN,What is the ActiveService of KAAN?,Yes
KAAN,What is the Comparison of KAAN?,KAAN is often compared with F35.
KAAN,What is the BetterThan of KAAN?,KAAN is better than older gen aircraft.
KAAN,What is the StealthCapable of KAAN?,Yes
KAAN,What is the DifferenceFrom of KAAN?,KAAN differs from Su34 in design and avionics.
KAAN,What is the MannedOrUnmanned of KAAN?,Manned
KAAN,What is the InterestingFacts of KAAN?,KAAN has unique stealth tech.
KAAN,What is the UniqueFeatures of KAAN?,KAAN supports vertical takeoff or special radar systems.
F18,What is the Name of F18?,F18 Name
F18,What is the FullDesignation of F18?,F18 Full Designation
F18,What is the Manufacturer of F18?,Chengdu
F18,What is the FirstIntroduced of F18?,1995
F18,What is the CountryOfOrigin of F18?,UK
F18,What is the MaxSpeed of F18?,2135 km/h
F18,What is the Range of F18?,4416 km
F18,What is the ServiceCeiling of F18?,18087 m
F18,What is the EngineType of F18?,Turbofan
F18,What is the Weight of F18?,"42344 kg (empty), 141812 kg (max)"
F18,What is the Dimensions of F18?,"20 m length, 46 m wingspan"
F18,What is the Role of F18?,Bomber
F18,What is the SurveillanceCapable of F18?,Yes
F18,What is the NuclearCapable of F18?,No
F18,What is the WeaponsPayload of F18?,Machine Guns
F18,What is the TransportCapacity of F18?,81 personnel or 29880 kg cargo
F18,What is the Operators of F18?,Global
F18,What is the CombatHistory of F18?,Yes
F18,What is the NotableMissions of F18?,F18 participated in major operations.
F18,What is the ActiveService of F18?,No
F18,What is the Comparison of F18?,F18 is often compared with F35.
F18,What is the BetterThan of F18?,F18 is better than older gen aircraft.
F18,What is the StealthCapable of F18?,No
F18,What is the DifferenceFrom of F18?,F18 differs from Su34 in design and avionics.
F18,What is the MannedOrUnmanned of F18?,Manned
F18,What is the InterestingFacts of F18?,F18 has unique stealth tech.
F18,What is the UniqueFeatures of F18?,F18 supports vertical takeoff or special radar systems.
EMB314,What is the Name of EMB314?,EMB314 Name
EMB314,What is the FullDesignation of EMB314?,EMB314 Full Designation
EMB314,What is the Manufacturer of EMB314?,Lockheed Martin
EMB314,What is the FirstIntroduced of EMB314?,1995
EMB314,What is the CountryOfOrigin of EMB314?,Russia
EMB314,What is the MaxSpeed of EMB314?,2783 km/h
EMB314,What is the Range of EMB314?,10225 km
EMB314,What is the ServiceCeiling of EMB314?,19822 m
EMB314,What is the EngineType of EMB314?,Turboprop
EMB314,What is the Weight of EMB314?,"31819 kg (empty), 113462 kg (max)"
EMB314,What is the Dimensions of EMB314?,"17 m length, 46 m wingspan"
EMB314,What is the Role of EMB314?,Surveillance
EMB314,What is the SurveillanceCapable of EMB314?,Yes
EMB314,What is the NuclearCapable of EMB314?,Yes
EMB314,What is the WeaponsPayload of EMB314?,Machine Guns
EMB314,What is the TransportCapacity of EMB314?,36 personnel or 40531 kg cargo
EMB314,What is the Operators of EMB314?,"France, Germany"
EMB314,What is the CombatHistory of EMB314?,No
EMB314,What is the NotableMissions of EMB314?,EMB314 participated in major operations.
EMB314,What is the ActiveService of EMB314?,No
EMB314,What is the Comparison of EMB314?,EMB314 is often compared with F35.
EMB314,What is the BetterThan of EMB314?,EMB314 is better than older gen aircraft.
EMB314,What is the StealthCapable of EMB314?,No
EMB314,What is the DifferenceFrom of EMB314?,EMB314 differs from Su34 in design and avionics.
EMB314,What is the MannedOrUnmanned of EMB314?,Manned
EMB314,What is the InterestingFacts of EMB314?,EMB314 has unique stealth tech.
EMB314,What is the UniqueFeatures of EMB314?,EMB314 supports vertical takeoff or special radar systems.
UH60,What is the Name of UH60?,UH60 Name
UH60,What is the FullDesignation of UH60?,UH60 Full Designation
UH60,What is the Manufacturer of UH60?,Sukhoi
UH60,What is the FirstIntroduced of UH60?,2010
UH60,What is the CountryOfOrigin of UH60?,France
UH60,What is the MaxSpeed of UH60?,1612 km/h
UH60,What is the Range of UH60?,4125 km
UH60,What is the ServiceCeiling of UH60?,23711 m
UH60,What is the EngineType of UH60?,Turboprop
UH60,What is the Weight of UH60?,"43090 kg (empty), 114259 kg (max)"
UH60,What is the Dimensions of UH60?,"31 m length, 40 m wingspan"
UH60,What is the Role of UH60?,Fighter
UH60,What is the SurveillanceCapable of UH60?,No
UH60,What is the NuclearCapable of UH60?,No
UH60,What is the WeaponsPayload of UH60?,Torpedoes
UH60,What is the TransportCapacity of UH60?,62 personnel or 31536 kg cargo
UH60,What is the Operators of UH60?,"USA, UK"
UH60,What is the CombatHistory of UH60?,No
UH60,What is the NotableMissions of UH60?,UH60 participated in major operations.
UH60,What is the ActiveService of UH60?,No
UH60,What is the Comparison of UH60?,UH60 is often compared with F35.
UH60,What is the BetterThan of UH60?,UH60 is better than older gen aircraft.
UH60,What is the StealthCapable of UH60?,No
UH60,What is the DifferenceFrom of UH60?,UH60 differs from Su34 in design and avionics.
UH60,What is the MannedOrUnmanned of UH60?,Unmanned
UH60,What is the InterestingFacts of UH60?,UH60 has unique stealth tech.
UH60,What is the UniqueFeatures of UH60?,UH60 supports vertical takeoff or special radar systems.
Z19,What is the Name of Z19?,Z19 Name
Z19,What is the FullDesignation of Z19?,Z19 Full Designation
Z19,What is the Manufacturer of Z19?,Chengdu
Z19,What is the FirstIntroduced of Z19?,1995
Z19,What is the CountryOfOrigin of Z19?,UK
Z19,What is the MaxSpeed of Z19?,1892 km/h
Z19,What is the Range of Z19?,3084 km
Z19,What is the ServiceCeiling of Z19?,16321 m
Z19,What is the EngineType of Z19?,Turbojet
Z19,What is the Weight of Z19?,"36748 kg (empty), 100121 kg (max)"
Z19,What is the Dimensions of Z19?,"23 m length, 35 m wingspan"
Z19,What is the Role of Z19?,Bomber
Z19,What is the SurveillanceCapable of Z19?,Yes
Z19,What is the NuclearCapable of Z19?,Yes
Z19,What is the WeaponsPayload of Z19?,Machine Guns
Z19,What is the TransportCapacity of Z19?,6 personnel or 49562 kg cargo
Z19,What is the Operators of Z19?,Global
Z19,What is the CombatHistory of Z19?,Yes
Z19,What is the NotableMissions of Z19?,Z19 participated in major operations.
Z19,What is the ActiveService of Z19?,No
Z19,What is the Comparison of Z19?,Z19 is often compared with F35.
Z19,What is the BetterThan of Z19?,Z19 is better than older gen aircraft.
Z19,What is the StealthCapable of Z19?,No
Z19,What is the DifferenceFrom of Z19?,Z19 differs from Su34 in design and avionics.
Z19,What is the MannedOrUnmanned of Z19?,Manned
Z19,What is the InterestingFacts of Z19?,Z19 has unique stealth tech.
Z19,What is the UniqueFeatures of Z19?,Z19 supports vertical takeoff or special radar systems.
V280,What is the Name of V280?,V280 Name
V280,What is the FullDesignation of V280?,V280 Full Designation
V280,What is the Manufacturer of V280?,Lockheed Martin
V280,What is the FirstIntroduced of V280?,1995
V280,What is the CountryOfOrigin of V280?,China
V280,What is the MaxSpeed of V280?,979 km/h
V280,What is the Range of V280?,7640 km
V280,What is the ServiceCeiling of V280?,12898 m
V280,What is the EngineType of V280?,Turboprop
V280,What is the Weight of V280?,"18825 kg (empty), 91432 kg (max)"
V280,What is the Dimensions of V280?,"26 m length, 25 m wingspan"
V280,What is the Role of V280?,Fighter
V280,What is the SurveillanceCapable of V280?,No
V280,What is the NuclearCapable of V280?,Yes
V280,What is the WeaponsPayload of V280?,Missiles
V280,What is the TransportCapacity of V280?,30 personnel or 23659 kg cargo
V280,What is the Operators of V280?,"Russia, China"
V280,What is the CombatHistory of V280?,No
V280,What is the NotableMissions of V280?,V280 participated in major operations.
V280,What is the ActiveService of V280?,Yes
V280,What is the Comparison of V280?,V280 is often compared with F35.
V280,What is the BetterThan of V280?,V280 is better than older gen aircraft.
V280,What is the StealthCapable of V280?,No
V280,What is the DifferenceFrom of V280?,V280 differs from Su34 in design and avionics.
V280,What is the MannedOrUnmanned of V280?,Manned
V280,What is the InterestingFacts of V280?,V280 has unique stealth tech.
V280,What is the UniqueFeatures of V280?,V280 supports vertical takeoff or special radar systems.
C5,What is the Name of C5?,C5 Name
C5,What is the FullDesignation of C5?,C5 Full Designation
C5,What is the Manufacturer of C5?,Dassault
C5,What is the FirstIntroduced of C5?,2010
C5,What is the CountryOfOrigin of C5?,USA
C5,What is the MaxSpeed of C5?,2992 km/h
C5,What is the Range of C5?,14397 km
C5,What is the ServiceCeiling of C5?,21263 m
C5,What is the EngineType of C5?,Turbojet
C5,What is the Weight of C5?,"65463 kg (empty), 85707 kg (max)"
C5,What is the Dimensions of C5?,"27 m length, 49 m wingspan"
C5,What is the Role of C5?,Transport
C5,What is the SurveillanceCapable of C5?,Yes
C5,What is the NuclearCapable of C5?,No
C5,What is the WeaponsPayload of C5?,Machine Guns
C5,What is the TransportCapacity of C5?,97 personnel or 23696 kg cargo
C5,What is the Operators of C5?,"USA, UK"
C5,What is the CombatHistory of C5?,No
C5,What is the NotableMissions of C5?,C5 participated in major operations.
C5,What is the ActiveService of C5?,Yes
C5,What is the Comparison of C5?,C5 is often compared with F35.
C5,What is the BetterThan of C5?,C5 is better than older gen aircraft.
C5,What is the StealthCapable of C5?,No
C5,What is the DifferenceFrom of C5?,C5 differs from Su34 in design and avionics.
C5,What is the MannedOrUnmanned of C5?,Manned
C5,What is the InterestingFacts of C5?,C5 has unique stealth tech.
C5,What is the UniqueFeatures of C5?,C5 supports vertical takeoff or special radar systems.
JH7,What is the Name of JH7?,JH7 Name
JH7,What is the FullDesignation of JH7?,JH7 Full Designation
JH7,What is the Manufacturer of JH7?,Boeing
JH7,What is the FirstIntroduced of JH7?,2005
JH7,What is the CountryOfOrigin of JH7?,France
JH7,What is the MaxSpeed of JH7?,1671 km/h
JH7,What is the Range of JH7?,11835 km
JH7,What is the ServiceCeiling of JH7?,14603 m
JH7,What is the EngineType of JH7?,Turboprop
JH7,What is the Weight of JH7?,"77159 kg (empty), 39401 kg (max)"
JH7,What is the Dimensions of JH7?,"22 m length, 44 m wingspan"
JH7,What is the Role of JH7?,Surveillance
JH7,What is the SurveillanceCapable of JH7?,Yes
JH7,What is the NuclearCapable of JH7?,Yes
JH7,What is the WeaponsPayload of JH7?,Bombs
JH7,What is the TransportCapacity of JH7?,19 personnel or 23374 kg cargo
JH7,What is the Operators of JH7?,"USA, UK"
JH7,What is the CombatHistory of JH7?,Yes
JH7,What is the NotableMissions of JH7?,JH7 participated in major operations.
JH7,What is the ActiveService of JH7?,Yes
JH7,What is the Comparison of JH7?,JH7 is often compared with F35.
JH7,What is the BetterThan of JH7?,JH7 is better than older gen aircraft.
JH7,What is the StealthCapable of JH7?,No
JH7,What is the DifferenceFrom of JH7?,JH7 differs from Su34 in design and avionics.
JH7,What is the MannedOrUnmanned of JH7?,Unmanned
JH7,What is the InterestingFacts of JH7?,JH7 has unique stealth tech.
JH7,What is the UniqueFeatures of JH7?,JH7 supports vertical takeoff or special radar systems.
F117,What is the Name of F117?,F117 Name
F117,What is the FullDesignation of F117?,F117 Full Designation
F117,What is the Manufacturer of F117?,Lockheed Martin
F117,What is the FirstIntroduced of F117?,1980
F117,What is the CountryOfOrigin of F117?,France
F117,What is the MaxSpeed of F117?,2752 km/h
F117,What is the Range of F117?,12269 km
F117,What is the ServiceCeiling of F117?,21914 m
F117,What is the EngineType of F117?,Turbofan
F117,What is the Weight of F117?,"77275 kg (empty), 142180 kg (max)"
F117,What is the Dimensions of F117?,"14 m length, 23 m wingspan"
F117,What is the Role of F117?,Transport
F117,What is the SurveillanceCapable of F117?,No
F117,What is the NuclearCapable of F117?,No
F117,What is the WeaponsPayload of F117?,Torpedoes
F117,What is the TransportCapacity of F117?,65 personnel or 20961 kg cargo
F117,What is the Operators of F117?,"Russia, China"
F117,What is the CombatHistory of F117?,Yes
F117,What is the NotableMissions of F117?,F117 participated in major operations.
F117,What is the ActiveService of F117?,Yes
F117,What is the Comparison of F117?,F117 is often compared with F35.
F117,What is the BetterThan of F117?,F117 is better than older gen aircraft.
F117,What is the StealthCapable of F117?,Yes
F117,What is the DifferenceFrom of F117?,F117 differs from Su34 in design and avionics.
F117,What is the MannedOrUnmanned of F117?,Unmanned
F117,What is the InterestingFacts of F117?,F117 has unique stealth tech.
F117,What is the UniqueFeatures of F117?,F117 supports vertical takeoff or special radar systems.
V22,What is the Name of V22?,V22 Name
V22,What is the FullDesignation of V22?,V22 Full Designation
V22,What is the Manufacturer of V22?,Sukhoi
V22,What is the FirstIntroduced of V22?,1995
V22,What is the CountryOfOrigin of V22?,UK
V22,What is the MaxSpeed of V22?,2102 km/h
V22,What is the Range of V22?,12574 km
V22,What is the ServiceCeiling of V22?,15614 m
V22,What is the EngineType of V22?,Turboprop
V22,What is the Weight of V22?,"72554 kg (empty), 79390 kg (max)"
V22,What is the Dimensions of V22?,"33 m length, 26 m wingspan"
V22,What is the Role of V22?,Fighter
V22,What is the SurveillanceCapable of V22?,No
V22,What is the NuclearCapable of V22?,Yes
V22,What is the WeaponsPayload of V22?,Machine Guns
V22,What is the TransportCapacity of V22?,63 personnel or 15405 kg cargo
V22,What is the Operators of V22?,Global
V22,What is the CombatHistory of V22?,Yes
V22,What is the NotableMissions of V22?,V22 participated in major operations.
V22,What is the ActiveService of V22?,Yes
V22,What is the Comparison of V22?,V22 is often compared with F35.
V22,What is the BetterThan of V22?,V22 is better than older gen aircraft.
V22,What is the StealthCapable of V22?,Yes
V22,What is the DifferenceFrom of V22?,V22 differs from Su34 in design and avionics.
V22,What is the MannedOrUnmanned of V22?,Unmanned
V22,What is the InterestingFacts of V22?,V22 has unique stealth tech.
V22,What is the UniqueFeatures of V22?,V22 supports vertical takeoff or special radar systems.
Tu95,What is the Name of Tu95?,Tu95 Name
Tu95,What is the FullDesignation of Tu95?,Tu95 Full Designation
Tu95,What is the Manufacturer of Tu95?,Sukhoi
Tu95,What is the FirstIntroduced of Tu95?,1995
Tu95,What is the CountryOfOrigin of Tu95?,USA
Tu95,What is the MaxSpeed of Tu95?,2807 km/h
Tu95,What is the Range of Tu95?,5502 km
Tu95,What is the ServiceCeiling of Tu95?,12034 m
Tu95,What is the EngineType of Tu95?,Turbofan
Tu95,What is the Weight of Tu95?,"69988 kg (empty), 105788 kg (max)"
Tu95,What is the Dimensions of Tu95?,"34 m length, 40 m wingspan"
Tu95,What is the Role of Tu95?,Surveillance
Tu95,What is the SurveillanceCapable of Tu95?,No
Tu95,What is the NuclearCapable of Tu95?,No
Tu95,What is the WeaponsPayload of Tu95?,Missiles
Tu95,What is the TransportCapacity of Tu95?,73 personnel or 32231 kg cargo
Tu95,What is the Operators of Tu95?,"France, Germany"
Tu95,What is the CombatHistory of Tu95?,No
Tu95,What is the NotableMissions of Tu95?,Tu95 participated in major operations.
Tu95,What is the ActiveService of Tu95?,Yes
Tu95,What is the Comparison of Tu95?,Tu95 is often compared with F35.
Tu95,What is the BetterThan of Tu95?,Tu95 is better than older gen aircraft.
Tu95,What is the StealthCapable of Tu95?,Yes
Tu95,What is the DifferenceFrom of Tu95?,Tu95 differs from Su34 in design and avionics.
Tu95,What is the MannedOrUnmanned of Tu95?,Unmanned
Tu95,What is the InterestingFacts of Tu95?,Tu95 has unique stealth tech.
Tu95,What is the UniqueFeatures of Tu95?,Tu95 supports vertical takeoff or special radar systems.
Tu22M,What is the Name of Tu22M?,Tu22M Name
Tu22M,What is the FullDesignation of Tu22M?,Tu22M Full Designation
Tu22M,What is the Manufacturer of Tu22M?,Sukhoi
Tu22M,What is the FirstIntroduced of Tu22M?,1980
Tu22M,What is the CountryOfOrigin of Tu22M?,Russia
Tu22M,What is the MaxSpeed of Tu22M?,1005 km/h
Tu22M,What is the Range of Tu22M?,13977 km
Tu22M,What is the ServiceCeiling of Tu22M?,18691 m
Tu22M,What is the EngineType of Tu22M?,Rotary
Tu22M,What is the Weight of Tu22M?,"65475 kg (empty), 146968 kg (max)"
Tu22M,What is the Dimensions of Tu22M?,"30 m length, 36 m wingspan"
Tu22M,What is the Role of Tu22M?,Fighter
Tu22M,What is the SurveillanceCapable of Tu22M?,Yes
Tu22M,What is the NuclearCapable of Tu22M?,Yes
Tu22M,What is the WeaponsPayload of Tu22M?,Bombs
Tu22M,What is the TransportCapacity of Tu22M?,2 personnel or 37566 kg cargo
